ID_MUESTRA,ID_MUESTRA_FISICA,ID_TIPO_MUESTRA,LOTE,ID_ESPECIE,ID_TIPO_CULTIVO,ID_PARTE_PLANTA,ID_UBICACION,EXPOSICION_LUZ,ESTADIO_MADUREZ,ID_METODO_EXTRACCION,ID_SOLVENTE,MODO_IONIZACION,ID_COLUMNA
GC_2_-_POS,GC_2_-,TM_04,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_04,Sombra,,ME_01,SOL_01,POS,COL_01
GC_2_2_POS,GC_2_2,TM_04,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_04,,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
MB_16_A+0_2_POS,MB_16_A+0_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_01,Luz,Temprana (4-6 anios),ME_01,SOL_01,POS,COL_01
MB_17_B+2_3_POS,MB_17_B+2_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Luz,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
MB_18_A-1_2_POS,MB_18_A-1_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_01,Sombra,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
MB_19_C-2_2_POS,MB_19_C-2_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,Sombra,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
MB_20_C+0_1_POS,MB_20_C+0_1,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,Luz,Temprana (4-6 anios),ME_01,SOL_01,POS,COL_01
POOLED_QC_6_POS,POOLED_QC_6,TM_03,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_05,,,ME_01,SOL_01,POS,COL_01
MB_21_C-2_3_POS,MB_21_C-2_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,Sombra,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
MB_22_C-1_1_POS,MB_22_C-1_1,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,Sombra,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
MB_23_B+1_3_POS,MB_23_B+1_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Luz,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
MB_24_A+1_2_POS,MB_24_A+1_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_01,Luz,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
MB_25_B-0_3_POS,MB_25_B-0_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Sombra,Temprana (4-6 anios),ME_01,SOL_01,POS,COL_01
POOLED_QC_7_POS,POOLED_QC_7,TM_03,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_05,,,ME_01,SOL_01,POS,COL_01
MB_26_A+1_3_POS,MB_26_A+1_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_01,Luz,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
MB_27_A-2_3_POS,MB_27_A-2_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_01,Sombra,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
MB_28_B+2_1_POS,MB_28_B+2_1,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Luz,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
MB_29_C+2_1_POS,MB_29_C+2_1,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,Luz,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
MB_30_B-1_1_POS,MB_30_B-1_1,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Sombra,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
GC_3_-_POS,GC_3_-,TM_04,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_04,Sombra,,ME_01,SOL_01,POS,COL_01
GC_3_B_POS,GC_3_B,TM_04,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,,,ME_01,SOL_01,POS,COL_01
GC_3_1_POS,GC_3_1,TM_04,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_04,,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
GC_3_A_POS,GC_3_A,TM_04,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_01,,,ME_01,SOL_01,POS,COL_01
GC_3_C_POS,GC_3_C,TM_04,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,,,ME_01,SOL_01,POS,COL_01
POOLED_QC_8_POS,POOLED_QC_8,TM_03,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_05,,,ME_01,SOL_01,POS,COL_01
GC_3_+_POS,GC_3_+,TM_04,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_04,Luz,,ME_01,SOL_01,POS,COL_01
GC_3_0_POS,GC_3_0,TM_04,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_04,,Temprana (4-6 anios),ME_01,SOL_01,POS,COL_01
GC_3_2_POS,GC_3_2,TM_04,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_04,,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
MB_31_A-2_1_POS,MB_31_A-2_1,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_01,Sombra,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
MB_32_B+2_2_POS,MB_32_B+2_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Luz,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
MB_33_C+0_2_POS,MB_33_C+0_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,Luz,Temprana (4-6 anios),ME_01,SOL_01,POS,COL_01
MB_34_B-1_2_POS,MB_34_B-1_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Sombra,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
MB_35_A-1_3_POS,MB_35_A-1_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_01,Sombra,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
POOLED_QC_9_POS,POOLED_QC_9,TM_03,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_05,,,ME_01,SOL_01,POS,COL_01
MB_36_A+0_3_POS,MB_36_A+0_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_01,Luz,Temprana (4-6 anios),ME_01,SOL_01,POS,COL_01
MB_37_B-1_3_POS,MB_37_B-1_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Sombra,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
MB_38_C+1_2_POS,MB_38_C+1_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,Luz,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
MB_39_B+0_1_POS,MB_39_B+0_1,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Luz,Temprana (4-6 anios),ME_01,SOL_01,POS,COL_01
MB_40_A-0_2_POS,MB_40_A-0_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_01,Sombra,Temprana (4-6 anios),ME_01,SOL_01,POS,COL_01
POOLED_QC_10_POS,POOLED_QC_10,TM_03,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_05,,,ME_01,SOL_01,POS,COL_01
MB_41_B+1_1_POS,MB_41_B+1_1,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Luz,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
MB_42_C-1_2_POS,MB_42_C-1_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,Sombra,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
MB_43_B-2_1_POS,MB_43_B-2_1,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Sombra,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
MB_44_C+1_3_POS,MB_44_C+1_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,Luz,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
MB_45_B-0_1_POS,MB_45_B-0_1,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Sombra,Temprana (4-6 anios),ME_01,SOL_01,POS,COL_01
POOLED_QC_11_POS,POOLED_QC_11,TM_03,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_05,,,ME_01,SOL_01,POS,COL_01
MB_46_C-1_3_POS,MB_46_C-1_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,Sombra,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
MB_47_C+0_3_POS,MB_47_C+0_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,Luz,Temprana (4-6 anios),ME_01,SOL_01,POS,COL_01
MB_48_B-0_2_POS,MB_48_B-0_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Sombra,Temprana (4-6 anios),ME_01,SOL_01,POS,COL_01
MB_49_A-0_3_POS,MB_49_A-0_3,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_01,Sombra,Temprana (4-6 anios),ME_01,SOL_01,POS,COL_01
MB_50_B-2_2_POS,MB_50_B-2_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_02,Sombra,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
POOLED_QC_12_POS,POOLED_QC_12,TM_03,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_05,,,ME_01,SOL_01,POS,COL_01
MB_51_A-2_2_POS,MB_51_A-2_2,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_01,Sombra,Tardia (8-10 anios),ME_01,SOL_01,POS,COL_01
MB_52_C+1_1_POS,MB_52_C+1_1,TM_01,BATCH_02_POS,ILEX_GUAYUSA,TC_01,PP_01,UBI_03,Luz,Media (6-8 anios),ME_01,SOL_01,POS,COL_01
