ID_ESPECIE,NOMBRE_CIENTIFICO,ID_REINO,ID_FILO,ID_CLASE_TAXONOMICA,ID_ORDEN,ID_FAMILIA,ID_GENERO,ESPECIE,ID_TIPO_PLANTA,ID_CICLO_VIDA,ID_HABITO_CRECIMIENTO
ILEX_GUAYUSA,Ilex guayusa,REI_01,FIL_01,CLT_01,ORD_01,FAM_01,GEN_01,guayusa,TP_01,CV_01,HC_01
