ID_MUESTRA,ID_MUESTRA_FISICA,TIPO_MUESTRA,LOTE,ID_ESPECIE,TIPO_CULTIVO,PARTE_ESTUDIADA,ORIGEN_GEOGRAFICO,EXPOSICION_LUZ,ESTADIO_MADUREZ,METODO_EXTRACCION,SOLVENTE_EXTRACCION,MODO_IONIZACION,COLUMNA_CROMATOGRAFICA
MB_27_A-2_3_NEG,MB_27_A-2_3,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_28_B+2_1_NEG,MB_28_B+2_1,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_29_C+2_1_NEG,MB_29_C+2_1,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_30_B-1_1_NEG,MB_30_B-1_1,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_-_NEG,GC_3_-,SubQC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",Sombra,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_B_NEG,GC_3_B,SubQC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_1_NEG,GC_3_1,SubQC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_A_NEG,GC_3_A,SubQC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_C_NEG,GC_3_C,SubQC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_8_NEG,POOLED_QC_8,QC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_+_NEG,GC_3_+,SubQC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",Luz,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_0_NEG,GC_3_0,SubQC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_2_NEG,GC_3_2,SubQC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_31_A-2_1_NEG,MB_31_A-2_1,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_32_B+2_2_NEG,MB_32_B+2_2,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_33_C+0_2_NEG,MB_33_C+0_2,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_34_B-1_2_NEG,MB_34_B-1_2,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_35_A-1_3_NEG,MB_35_A-1_3,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_9_NEG,POOLED_QC_9,QC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_36_A+0_3_NEG,MB_36_A+0_3,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_37_B-1_3_NEG,MB_37_B-1_3,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_38_C+1_2_NEG,MB_38_C+1_2,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_39_B+0_1_NEG,MB_39_B+0_1,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_40_A-0_2_NEG,MB_40_A-0_2,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_10_NEG,POOLED_QC_10,QC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_41_B+1_1_NEG,MB_41_B+1_1,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_42_C-1_2_NEG,MB_42_C-1_2,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_43_B-2_1_NEG,MB_43_B-2_1,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_44_C+1_3_NEG,MB_44_C+1_3,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_45_B-0_1_NEG,MB_45_B-0_1,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_11_NEG,POOLED_QC_11,QC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_46_C-1_3_NEG,MB_46_C-1_3,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_47_C+0_3_NEG,MB_47_C+0_3,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_48_B-0_2_NEG,MB_48_B-0_2,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_49_A-0_3_NEG,MB_49_A-0_3,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_50_B-2_2_NEG,MB_50_B-2_2,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_12_NEG,POOLED_QC_12,QC,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_51_A-2_2_NEG,MB_51_A-2_2,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_52_C+1_1_NEG,MB_52_C+1_1,Sample,BATCH_01_NEG,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,NEG,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_53_B-2_3_POS,MB_53_B-2_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_54_C+2_2_POS,MB_54_C+2_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_4_B_POS,GC_4_B,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_4_2_POS,GC_4_2,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_4_-_POS,GC_4_-,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",Sombra,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_4_0_POS,GC_4_0,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_4_A_POS,GC_4_A,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_4_C_POS,GC_4_C,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_13_POS,POOLED_QC_13,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_4_1_POS,GC_4_1,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_4_+_POS,GC_4_+,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",Luz,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_14_POS,POOLED_QC_14,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_1_POS,POOLED_QC_1,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_1_A_POS,GC_1_A,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_2_POS,POOLED_QC_2,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_1_+_POS,GC_1_+,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",Luz,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_1_1_POS,GC_1_1,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_1_2_POS,GC_1_2,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_1_C_POS,GC_1_C,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_1_B_POS,GC_1_B,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_1_-_POS,GC_1_-,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",Sombra,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_1_0_POS,GC_1_0,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_1_C-0_1_POS,MB_1_C-0_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Sombra,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_2_C-2_1_POS,MB_2_C-2_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Sombra,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_3_A+2_1_POS,MB_3_A+2_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Luz,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_4_B+1_2_POS,MB_4_B+1_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_5_A+1_1_POS,MB_5_A+1_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Luz,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_3_POS,POOLED_QC_3,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
